price,area,location,district,bedrooms_n,bathrooms_n,floors_n,house_type
36000000000.0,174 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
62320000000.0,304 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,biệt thự,,dat-nen
61000000000.0,305 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,biệt thự,,dat-nen
45750000000.0,305 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
14400000000.0,80 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2800000000.0,85 m 2,"Huyện Yên Phong, Bắc Ninh",0,0,đất nền,,dat-nen
3918000000.0,144 m 2,"Huyện Lương Sơn, Hòa Bình",0,0,đất nền,,dat-nen
250000000.0,370 m 2,"Huyện Phú Riềng, Bình Phước",0,0,đất nền,,dat-nen
250000000.0,370 m 2,"Huyện Phú Riềng, Bình Phước",0,0,đất nền,,dat-nen
120000000.0,280 m 2,"Huyện Phú Riềng, Bình Phước",0,0,đất nền,,dat-nen
300000000.0,370 m 2,"Huyện Phú Riềng, Bình Phước",0,0,đất nền,,dat-nen
2250000000.0,75 m 2,"Huyện Yên Phong, Bắc Ninh",0,0,đất nền,,dat-nen
35000000000.0,214 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
116000000000.0,322 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
49000000000.0,135 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
52000000000.0,200 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
27000000000.0,140 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2400000000.0,100 m 2,"TP. Bảo Lộc, Lâm Đồng",0,0,đất nền,,dat-nen
4300000000.0,60 m 2,"Quận 12, TPHCM",0,0,đất nền,,dat-nen
17640000000.0,294 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2375000000.0,100 m 2,"TP. Bảo Lộc, Lâm Đồng",0,0,đất nền,,dat-nen
3150000000.0,60 m 2,"Quận 12, TPHCM",0,0,đất nền,,dat-nen
5600000000.0,82 m 2,"TP. Nha Trang, Khánh Hòa",0,0,đất nền,,dat-nen
14931000000.0,189 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
22500000000.0,300 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,biệt thự,,dat-nen
19200000000.0,204 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
16100000000.0,140 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
22620000000.0,290 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,biệt thự,,dat-nen
23814000000.0,378 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
11200000000.0,125 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
3244000000.0,90 m 2,"TP. Phan Rang-Tháp Chàm, Ninh Thuận",0,0,đất nền,,dat-nen
1268000000.0,85 m 2,"Huyện Bình Chánh, TPHCM",0,0,đất nền,,dat-nen
2353000000.0,68 m 2,"TP. Phan Rang-Tháp Chàm, Ninh Thuận",0,0,đất nền,,dat-nen
2390000000.0,68 m 2,"TP. Phan Rang-Tháp Chàm, Ninh Thuận",0,0,đất nền,,dat-nen
1560000000.0,120 m 2,"TP. Sóc Trăng, Sóc Trăng",0,0,đất nền,,dat-nen
11040000000.0,160 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
16000000000.0,200 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
12650000000.0,115 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
19500000000.0,99 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
12650000000.0,115 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2700000000.0,197 m 2,"TP. Sóc Trăng, Sóc Trăng",0,0,biệt thự,,dat-nen
1800000000.0,120 m 2,"TP. Sóc Trăng, Sóc Trăng",0,0,đất nền,,dat-nen
3100000000.0,80 m 2,"Huyện Bình Chánh, TPHCM",0,0,đất nền,,dat-nen
21000000000.0,111 m 2,"Quận 7, TPHCM",0,0,đất nền,,dat-nen
2092000000.0,465 m 2,"Huyện Lương Sơn, Hòa Bình",0,0,đất nền,,dat-nen
440000000.0,67 m 2,"Huyện Lạc Thuỷ, Hòa Bình",0,0,đất nền,,dat-nen
27000000000.0,44000 m 2,"Huyện Lương Sơn, Hòa Bình",0,0,đất nền,,dat-nen
3400000000.0,641 m 2,"TP. Phan Rang-Tháp Chàm, Ninh Thuận",0,0,đất nền,,dat-nen
160000000000.0,446 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
4560000000.0,57 m 2,"Quận Hải An, Hải Phòng",0,0,đất nền,,dat-nen
4500000000.0,49 m 2,"Quận 12, TPHCM",0,0,đất nền,,dat-nen
8990000000.0,200 m 2,"Quận Ngũ Hành Sơn, Đà Nẵng",0,0,đất nền,,dat-nen
16000000000.0,280 m 2,"Huyện Bình Chánh, TPHCM",0,0,biệt thự,,dat-nen
7800000000.0,119 m 2,"Huyện Bình Chánh, TPHCM",0,0,đất nền,,dat-nen
5400000000.0,102 m 2,"Quận Cẩm Lệ, Đà Nẵng",0,0,đất nền,,dat-nen
158000000.0,214 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
44555000000.0,133 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
20100000000.0,134 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
7000000000.0,100 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
10600000000.0,100 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
13500000000.0,120 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
9000000000.0,83 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
8200000000.0,126 m 2,"Huyện Bình Chánh, TPHCM",0,0,đất nền,,dat-nen
1200000000.0,115 m 2,"TP. Rạch Giá, Kiên Giang",0,0,đất nền,,dat-nen
890000000.0,150 m 2,"Huyện Mộ Đức, Quảng Ngãi",0,0,đất nền,,dat-nen
,5 m 2,"Huyện Cần Giuộc, Long An",0,0,đất nền,,dat-nen
241000000.0,10 m 2,"Huyện Cần Giuộc, Long An",0,0,đất nền,,dat-nen
38000000.0,10 m 2,"Huyện Đức Huệ, Long An",0,0,đất nền,,dat-nen
98000000.0,5 m 2,"Huyện Cần Giuộc, Long An",0,0,đất nền,,dat-nen
1960000000.0,122 m 2,"TP. Điện Biên Phủ, Điện Biên",0,0,đất nền,,dat-nen
1200000000.0,400 m 2,"TP. Bảo Lộc, Lâm Đồng",0,0,đất nền,,dat-nen
150000000.0,80 m 2,"Huyện Thanh Trì, Hà Nội",0,0,đất nền,,dat-nen
12960000000.0,81 m 2,"Huyện Thanh Trì, Hà Nội",0,0,đất nền,,dat-nen
3240000000.0,90 m 2,"TP. Phan Rang-Tháp Chàm, Ninh Thuận",0,0,đất nền,,dat-nen
3240000000.0,90 m 2,"TP. Phan Rang-Tháp Chàm, Ninh Thuận",0,0,đất nền,,dat-nen
8092000000.0,98 m 2,"Quận Hoàng Mai, Hà Nội",0,0,đất nền,,dat-nen
7953000000.0,97 m 2,"Quận Hoàng Mai, Hà Nội",0,0,đất nền,,dat-nen
58000000.0,77 m 2,"Quận Hoàng Mai, Hà Nội",0,0,đất nền,,dat-nen
4099000000.0,80 m 2,"Quận Hoàng Mai, Hà Nội",0,0,đất nền,,dat-nen
50000000.0,80 m 2,"Quận Hoàng Mai, Hà Nội",0,0,đất nền,,dat-nen
82000000.0,98 m 2,"Quận Hoàng Mai, Hà Nội",0,0,đất nền,,dat-nen
65000000.0,90 m 2,"Quận Hoàng Mai, Hà Nội",0,0,đất nền,,dat-nen
8287000000.0,98 m 2,"Quận Hoàng Mai, Hà Nội",0,0,đất nền,,dat-nen
77000000000.0,126 m 2,"Quận Cầu Giấy, Hà Nội",0,0,đất nền,,dat-nen
130000000000.0,250 m 2,"Quận Cầu Giấy, Hà Nội",0,0,đất nền,,dat-nen
24300000000.0,150 m 2,"Huyện Hoài Đức, Hà Nội",0,0,đất nền,,dat-nen
188000000000.0,320 m 2,"Quận Thanh Xuân, Hà Nội",0,0,đất nền,,dat-nen
16800000000.0,110 m 2,"Quận Long Biên, Hà Nội",0,0,đất nền,,dat-nen
8450000000.0,56 m 2,"Huyện Hoài Đức, Hà Nội",0,0,đất nền,,dat-nen
88000000000.0,176 m 2,"Quận Tây Hồ, Hà Nội",0,0,đất nền,,dat-nen
18300000000.0,122 m 2,"Huyện Hoài Đức, Hà Nội",0,0,đất nền,,dat-nen
1960000000.0,126 m 2,"Thị Xã Điện Bàn, Quảng Nam",0,0,đất nền,,dat-nen
2720000000.0,85 m 2,"Huyện Nhà Bè, TPHCM",0,0,đất nền,,dat-nen
1984000000.0,126 m 2,"Thị Xã Điện Bàn, Quảng Nam",0,0,đất nền,,dat-nen
22500000000.0,118 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
800000000.0,100 m 2,"Huyện Đức Hoà, Long An",0,0,đất nền,,dat-nen
1600000000.0,85 m 2,"Huyện Đức Hoà, Long An",0,0,đất nền,,dat-nen
2800000000.0,80 m 2,"Huyện Cần Giuộc, Long An",0,0,đất nền,,dat-nen
2800000000.0,80 m 2,"Huyện Cần Giuộc, Long An",0,0,đất nền,,dat-nen
3090000000.0,80 m 2,"Thị xã Tân Uyên, Bình Dương",0,0,đất nền,,dat-nen
2889000000.0,75 m 2,"Huyện Bắc Tân Uyên, Bình Dương",0,0,đất nền,,dat-nen
4335000000.0,312 m 2,"Huyện Yên Định, Thanh Hóa",0,0,biệt thự,,dat-nen
7900000000.0,125 m 2,"Quận Thủ Đức (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
1900000000.0,100 m 2,"Huyện Bến Lức, Long An",0,0,đất nền,,dat-nen
3700000000.0,120 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2200000000.0,48 m 2,"Huyện Long Thành, Đồng Nai",0,0,đất nền,,dat-nen
2500000000.0,48 m 2,"Huyện Long Thành, Đồng Nai",0,0,đất nền,,dat-nen
2000000000.0,48 m 2,"Huyện Long Thành, Đồng Nai",0,0,đất nền,,dat-nen
2200000000.0,48 m 2,"Huyện Long Thành, Đồng Nai",0,0,đất nền,,dat-nen
2100000000.0,48 m 2,"Huyện Long Thành, Đồng Nai",0,0,đất nền,,dat-nen
2200000000.0,48 m 2,"Huyện Long Thành, Đồng Nai",0,0,đất nền,,dat-nen
1950000000.0,48 m 2,"Huyện Long Thành, Đồng Nai",0,0,đất nền,,dat-nen
1500000000.0,48 m 2,"Huyện Long Thành, Đồng Nai",0,0,đất nền,,dat-nen
1700000000.0,48 m 2,"Huyện Long Thành, Đồng Nai",0,0,đất nền,,dat-nen
2450000000.0,48 m 2,"Huyện Long Thành, Đồng Nai",0,0,đất nền,,dat-nen
1800000000.0,48 m 2,"Huyện Long Thành, Đồng Nai",0,0,đất nền,,dat-nen
2700000000.0,48 m 2,"Huyện Long Thành, Đồng Nai",0,0,đất nền,,dat-nen
2600000000.0,48 m 2,"Huyện Long Thành, Đồng Nai",0,0,đất nền,,dat-nen
1900000000.0,48 m 2,"Huyện Long Thành, Đồng Nai",0,0,đất nền,,dat-nen
2200000000.0,48 m 2,"Huyện Long Thành, Đồng Nai",0,0,đất nền,,dat-nen
2399000000.0,48 m 2,"Huyện Long Thành, Đồng Nai",0,0,đất nền,,dat-nen
3645000000.0,202 m 2,"Huyện Cần Giuộc, Long An",0,0,biệt thự,,dat-nen
3645000000.0,202 m 2,"Huyện Cần Giuộc, Long An",0,0,đất nền,,dat-nen
4207000000.0,212 m 2,"Huyện Cần Giuộc, Long An",0,0,đất nền,,dat-nen
3645000000.0,202 m 2,"Huyện Cần Giuộc, Long An",0,0,đất nền,,dat-nen
3645000000.0,202 m 2,"Huyện Cần Giuộc, Long An",0,0,biệt thự,,dat-nen
1950000000.0,95 m 2,"Huyện Cần Giuộc, Long An",0,0,đất nền,,dat-nen
5040000000.0,280 m 2,"Huyện Cần Giuộc, Long An",0,0,biệt thự,,dat-nen
5040000000.0,280 m 2,"Huyện Cần Giuộc, Long An",0,0,biệt thự,,dat-nen
5040000000.0,280 m 2,"Huyện Cần Giuộc, Long An",0,0,biệt thự,,dat-nen
5040000000.0,280 m 2,"Huyện Cần Giuộc, Long An",0,0,đất nền,,dat-nen
5039000000.0,280 m 2,"Huyện Cần Giuộc, Long An",0,0,đất nền,,dat-nen
3650000000.0,202 m 2,"Huyện Cần Giuộc, Long An",0,0,đất nền,,dat-nen
1947000000.0,95 m 2,"Huyện Cần Giuộc, Long An",0,0,đất nền,,dat-nen
2741000000.0,108 m 2,"Huyện Cần Giuộc, Long An",0,0,đất nền,,dat-nen
2655000000.0,124 m 2,"Huyện Cần Giuộc, Long An",0,0,đất nền,,dat-nen
60000000000.0,144 m 2,"Quận 7, TPHCM",0,0,đất nền,,dat-nen
3300000000.0,60 m 2,"Quận Thủ Đức (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
8600000000.0,50 m 2,"Quận Hà Đông, Hà Nội",0,0,đất nền,,dat-nen
8600000000.0,50 m 2,"Quận Hà Đông, Hà Nội",0,0,đất nền,,dat-nen
24000000000.0,111 m 2,"Quận 7, TPHCM",0,0,đất nền,,dat-nen
315000000.0,21000 m 2,"Quận 12, TPHCM",0,0,đất nền,,dat-nen
2999000000.0,240 m 2,"Thành phố thủ Dầu Một, Bình Dương",0,0,đất nền,,dat-nen
2950000000.0,257 m 2,"Quận Thủ Đức (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2350000000.0,85 m 2,"Quận 12, TPHCM",0,0,đất nền,,dat-nen
2300000000.0,80 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2500000000.0,80 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2800000000.0,60 m 2,"Quận 12, TPHCM",0,0,đất nền,,dat-nen
2200000000.0,120 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2390000000.0,90 m 2,"Quận Thủ Đức (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2800000000.0,90 m 2,"Quận 12, TPHCM",0,0,đất nền,,dat-nen
3250000000.0,100 m 2,"Quận Gò Vấp, TPHCM",0,0,đất nền,,dat-nen
2500000000.0,80 m 2,"Quận 12, TPHCM",0,0,đất nền,,dat-nen
2350000000.0,80 m 2,"Quận 12, TPHCM",0,0,đất nền,,dat-nen
3100000000.0,320 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2500000000.0,80 m 2,"Quận Gò Vấp, TPHCM",0,0,đất nền,,dat-nen
2100000000.0,90 m 2,"Quận Gò Vấp, TPHCM",0,0,đất nền,,dat-nen
2600000000.0,100 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2800000000.0,85 m 2,"Quận 12, TPHCM",0,0,đất nền,,dat-nen
3200000000.0,89 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2800000000.0,90 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
3200000000.0,89 m 2,"Quận 7, TPHCM",0,0,đất nền,,dat-nen
2350000000.0,128 m 2,"Quận 12, TPHCM",0,0,đất nền,,dat-nen
2500000000.0,100 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
1950000000.0,80 m 2,"Quận Bình Tân, TPHCM",0,0,đất nền,,dat-nen
3200000000.0,85 m 2,"Quận Thủ Đức (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2700000000.0,100 m 2,"Quận Thủ Đức (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2000000000.0,90 m 2,"Quận Thủ Đức (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2200000000.0,85 m 2,"Quận 12, TPHCM",0,0,đất nền,,dat-nen
1900000000.0,100 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2700000000.0,80 m 2,"Quận Bình Thạnh, TPHCM",0,0,đất nền,,dat-nen
290000000.0,210 m 2,"Thị xã Bình Long, Bình Phước",0,0,đất nền,,dat-nen
4300000000.0,85 m 2,"Quận 9 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
29000000000.0,133 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
1855000000.0,114 m 2,"Huyện Đức Hoà, Long An",0,0,đất nền,,dat-nen
899000000.0,150 m 2,"Thị Xã Bến Cát, Bình Dương",0,0,đất nền,,dat-nen
2750000000.0,86 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
2600000000.0,80 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
790000000.0,100 m 2,"Thị Xã Gò Công, Tiền Giang",0,0,đất nền,,dat-nen
620000000.0,100 m 2,"Thị Xã Gò Công, Tiền Giang",0,0,đất nền,,dat-nen
2208000000.0,96 m 2,"Thị xã Phổ Yên, Thái Nguyên",0,0,đất nền,,dat-nen
700000000.0,100 m 2,"Thị Xã Gò Công, Tiền Giang",0,0,đất nền,,dat-nen
2200000000.0,70 m 2,"Quận 12, TPHCM",0,0,đất nền,,dat-nen
3500000000000.0,150 m 2,"Thị xã Tân Uyên, Bình Dương",0,0,đất nền,,dat-nen
500000000.0,225 m 2,"Huyện Bàu Bàng, Bình Dương",0,0,đất nền,,dat-nen
7407000000.0,90 m 2,"Huyện Quốc Oai, Hà Nội",0,0,đất nền,,dat-nen
500000000.0,225 m 2,"Huyện Bàu Bàng, Bình Dương",0,0,đất nền,,dat-nen
36000000000.0,200 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
230000000.0,251 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
17000000000.0,104 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
170000000.0,192 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,biệt thự,,dat-nen
170000000.0,160 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
28800000000.0,160 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
24480000000.0,144 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,đất nền,,dat-nen
500000000.0,230 m 2,"Huyện Bàu Bàng, Bình Dương",0,0,đất nền,,dat-nen
950000000.0,220 m 2,"Huyện Bàu Bàng, Bình Dương",0,0,đất nền,,dat-nen
1700000000.0,450 m 2,"Huyện Bàu Bàng, Bình Dương",0,0,đất nền,,dat-nen
1500000000.0,80 m 2,"Huyện Lạng Giang, Bắc Giang",0,0,đất nền,,dat-nen
1700000000.0,80 m 2,"TP. Bắc Giang, Bắc Giang",0,0,đất nền,,dat-nen
110000000000.0,327 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,biệt thự,,dat-nen
5922000000.0,126 m 2,"Huyện Nhà Bè, TPHCM",0,0,đất nền,,dat-nen
3870000000.0,95 m 2,"Huyện Nhà Bè, TPHCM",0,0,đất nền,,dat-nen
106110000000.0,393 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,biệt thự,,dat-nen
1200000000.0,200 m 2,"Huyện Tuy Phong, Bình Thuận",0,0,đất nền,,dat-nen
16500000000.0,95 m 2,"Quận Long Biên, Hà Nội",0,0,đất nền,,dat-nen
1200000000.0,200 m 2,"Huyện Tuy Phong, Bình Thuận",0,0,đất nền,,dat-nen
1200000000.0,200 m 2,"Huyện Tuy Phong, Bình Thuận",0,0,đất nền,,dat-nen
8976000000.0,88 m 2,"Quận Long Biên, Hà Nội",0,0,đất nền,,dat-nen
1200000000.0,200 m 2,"Huyện Tuy Phong, Bình Thuận",0,0,đất nền,,dat-nen
2090000000.0,100 m 2,"Thành Phố Thuận An, Bình Dương",0,0,đất nền,,dat-nen
2600000000.0,100 m 2,"Thành Phố Dĩ An, Bình Dương",0,0,đất nền,,dat-nen
1200000000.0,200 m 2,"Huyện Tuy Phong, Bình Thuận",0,0,đất nền,,dat-nen
1200000000.0,200 m 2,"Huyện Tuy Phong, Bình Thuận",0,0,đất nền,,dat-nen
9000000000.0,140 m 2,"Quận 12, TPHCM",3,3,nhà phố,,nha-pho
65000000000.0,250 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",14,15,nhà phố,,nha-pho
550000000000.0,3637 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,nhà phố,,nha-pho
43000000000.0,857 m 2,"Quận 12, TPHCM",0,0,nhà phố,,nha-pho
400000000000.0,1000 m 2,"Quận 3, TPHCM",3,3,nhà phố,,nha-pho
12000000000.0,285 m 2,"TP. Biên Hoà, Đồng Nai",0,0,biệt thự,,nha-pho
4250000000.0,73 m 2,"Quận Tân Bình, TPHCM",2,2,căn hộ,,nha-pho
1986000000.0,21 m 2,"Quận Gò Vấp, TPHCM",0,0,nhà phố,,nha-pho
11000000000.0,50 m 2,"Quận Gò Vấp, TPHCM",5,4,nhà phố,,nha-pho
36000000000.0,110 m 2,"Quận Phú Nhuận, TPHCM",5,5,nhà phố,,nha-pho
59800000000.0,1700 m 2,"Quận 12, TPHCM",0,0,nhà phố,,nha-pho
4200000000.0,62 m 2,"TP. Biên Hoà, Đồng Nai",5,3,nhà phố,,nha-pho
4000000000.0,76 m 2,"Quận Tân Bình, TPHCM",2,2,căn hộ,,nha-pho
2318000000.0,42 m 2,"Huyện Nhà Bè, TPHCM",2,1,nhà phố,,nha-pho
50000000000.0,630 m 2,"Quận Gò Vấp, TPHCM",40,40,nhà phố,,nha-pho
82000000000.0,200 m 2,"Quận 1, TPHCM",2,2,nhà phố,,nha-pho
350000000000.0,677 m 2,"Quận 3, TPHCM",3,3,nhà phố,,nha-pho
18500000000.0,72 m 2,"TP. Biên Hoà, Đồng Nai",5,3,nhà phố,,nha-pho
1185000000.0,22 m 2,"Huyện Nhà Bè, TPHCM",2,2,nhà phố,,nha-pho
10500000000.0,68 m 2,"Quận Gò Vấp, TPHCM",4,4,nhà phố,,nha-pho
48000000000.0,101 m 2,"Quận 3, TPHCM",12,13,nhà phố,,nha-pho
170000000000.0,400 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,nhà phố,,nha-pho
180000000000.0,221 m 2,"Quận 3, TPHCM",6,6,nhà phố,,nha-pho
65000000000.0,486 m 2,"TP. Biên Hoà, Đồng Nai",15,5,nhà phố,,nha-pho
2350000000.0,42 m 2,"Quận 12, TPHCM",2,2,nhà phố,,nha-pho
15800000000.0,162 m 2,"Quận Gò Vấp, TPHCM",1,1,nhà phố,,nha-pho
48000000000.0,100 m 2,"Quận 3, TPHCM",12,13,nhà phố,,nha-pho
45000000000.0,200 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",0,0,nhà phố,,nha-pho
46000000000.0,1360 m 2,"TP. Biên Hoà, Đồng Nai",0,0,nhà phố,,nha-pho
355000000000.0,336 m 2,"Quận 3, TPHCM",11,11,nhà phố,,nha-pho
3970000000.0,55 m 2,"Quận Bình Tân, TPHCM",3,2,nhà phố,,nha-pho
22000000000.0,120 m 2,"Quận Bình Thạnh, TPHCM",5,6,biệt thự,,nha-pho
15000000000.0,105 m 2,"Quận 3, TPHCM",2,2,nhà phố,,nha-pho
17499000000.0,120 m 2,"Quận 2 (TP. Thủ Đức), TPHCM",3,3,nhà phố,,nha-pho
120000000000.0,260 m 2,"Quận 3, TPHCM",8,8,nhà phố,,nha-pho
2035000000.0,18 m 2,"Quận 7, TPHCM",2,2,nhà phố,,nha-pho
35000000000.0,152 m 2,"Quận 3, TPHCM",10,10,nhà phố,,nha-pho
25000000000.0,625 m 2,"TP. Biên Hoà, Đồng Nai",0,0,nhà phố,,nha-pho
28500000000.0,180 m 2,"TP. Biên Hoà, Đồng Nai",12,6,nhà phố,,nha-pho
90000000000.0,108 m 2,"Quận 1, TPHCM",3,3,nhà phố,,nha-pho
4560000000.0,80 m 2,"Quận Gò Vấp, TPHCM",4,3,nhà phố,,nha-pho
149000000000.0,200 m 2,"Quận 3, TPHCM",9,9,nhà phố,,nha-pho
2955000000.0,20 m 2,"Quận Bình Thạnh, TPHCM",3,3,nhà phố,,nha-pho
36500000000.0,240 m 2,"Quận Gò Vấp, TPHCM",33,33,nhà phố,,nha-pho
36000000000.0,170 m 2,"Quận 3, TPHCM",6,6,nhà phố,,nha-pho
8500000000.0,528 m 2,"TP. Biên Hoà, Đồng Nai",0,0,nhà phố,,nha-pho
150000000000.0,160 m 2,"Quận 3, TPHCM",7,7,nhà phố,,nha-pho
5900000000.0,90 m 2,"TP. Biên Hoà, Đồng Nai",5,3,nhà phố,,nha-pho
2628000000.0,33 m 2,"Quận 7, TPHCM",4,3,nhà phố,,nha-pho
198000000000.0,90m²,"huyện Đức Hòa,  Tỉnh Long An",,,nhà ở,,nha-dat
,75 m2,"huyện Gia Lâm,  Hà Nội",,,nhà ở,,nha-dat
136000000000.0,64m2,"Thủ Đức,  Hồ Chí Minh",,,nhà ở,,nha-dat
2000000000.0,50 m2,"Quận Hoàng Mai,  Hà Nội",,,nhà ở,,nha-dat
,72 m2,"Quận 5,  TP Hồ Chí Minh",,,căn hộ,,nha-dat
185000000000.0,41 m2,"Quận Cầu Giấy, Hà Nội",,,nhà ở,,nha-dat
16000000000.0,50m²,"Thuận An,  Tỉnh Bình Dương",,,căn hộ,,nha-dat
13000000000.0,3812m2,"Huyện Củ Chi,  TP Hồ Chí Minh",,,nhà ở,,nha-dat
2000000000.0,51 m2,"Thành phố Biên Hòa,  Đồng Nai",,,căn hộ,,nha-dat
59000000000.0,100 m²,"Quận Hoàng Mai,  Hà Nội",,,nhà ở,,nha-dat
207000000000.0,90m²,"huyện Đức Hòa,  Tỉnh Long An",,,nhà ở,,nha-dat
4000000.0,"50,1m2","Quận 12,  TP Hồ Chí Minh",,,nhà ở,,nha-dat
0,45 m2,"huyện Gia Lâm,  TP Hà Nội",,,căn hộ,,nha-dat
17000000000.0,50 m2,"Quận Hai Bà Trưng,  Hà Nội",,,nhà ở,,nha-dat
3000000.0,76m2,"Huyện Bình Chánh,  TP Hồ Chí Minh",,,nhà ở,,nha-dat
37000000000.0,351 m2,"Quận Ninh Kiều,  Cần Thơ",,,nhà ở,,nha-dat
8000000.0,33m2,"Thành phố Thủ Đức,  TP Hồ Chí Minh",,,nhà ở,,nha-dat
121000000000.0,78m2,"Quận Bình Thạnh,  TP Hồ Chí Minh",,,nhà ở,,nha-dat
,80m2,"Huyện Văn Giang, Hưng Yên",10,,căn hộ,,can-ho
1990000000.0,51 m2,"thành phố Biên Hòa,  tỉnh Đồng Nai",,,căn hộ,,can-ho
