price,area,location,district,bedrooms_n,bathrooms_n,floors_n,house_type
13306046436,87.6,"152 Trần Hưng Đạo, Bình Tân, TP.HCM",Bình Tân,3.0,2.0,2.0,nhà phố
8059024920,78.9,"195 Nguyễn Huệ, Quận 12, TP.HCM",Quận 12,2.0,2.0,5.0,nhà phố
3698727762,50.5,"217 Lý Thường Kiệt, Thủ Đức, TP.HCM",Thủ Đức,2.0,1.0,3.0,nhà hẻm
38159837386,169.6,"76 Nguyễn Văn Trỗi, Quận 9, TP.HCM",Quận 9,6.0,6.0,2.0,biệt thự
4834697185,89.6,"21 Võ Văn Tần, Nhà Bè, TP.HCM",Nhà Bè,4.0,1.0,1.0,nhà hẻm
23151775014,227.3,"95 Hoàng Văn Thụ, Nhà Bè, TP.HCM",Nhà Bè,,,,đất nền
6608230733,77.6,"42 Nguyễn Thị Minh Khai, Quận 9, TP.HCM",Quận 9,4.0,3.0,1.0,nhà hẻm
103922256970,566.4,"59 Lê Lợi, Quận 12, TP.HCM",Quận 12,7.0,3.0,4.0,biệt thự
23996801716,236.5,"225 Bùi Thị Xuân, Thủ Đức, TP.HCM",Thủ Đức,,,,đất nền
18532531989,122.4,"68 Nguyễn Văn Trỗi, Gò Vấp, TP.HCM",Gò Vấp,5.0,2.0,4.0,nhà phố
14376380928,100.0,"24 Phạm Văn Đồng, Gò Vấp, TP.HCM",Gò Vấp,3.0,1.0,,căn hộ
13088117338,127.3,"17 Hai Bà Trưng, Thủ Đức, TP.HCM",Thủ Đức,,,,đất nền
14964966819,86.2,"175 Đinh Tiên Hoàng, Quận 11, TP.HCM",Quận 11,3.0,3.0,,căn hộ
5382006831,82.6,"249 Điện Biên Phủ, Hóc Môn, TP.HCM",Hóc Môn,3.0,1.0,3.0,nhà hẻm
30995408495,186.5,"236 Ngô Gia Tự, Bình Thạnh, TP.HCM",Bình Thạnh,4.0,2.0,3.0,nhà phố
10144252651,32.3,"243 Bùi Thị Xuân, Quận 1, TP.HCM",Quận 1,3.0,2.0,,căn hộ
32949599112,86.2,"68 Hoàng Văn Thụ, Quận 3, TP.HCM",Quận 3,4.0,1.0,2.0,nhà hẻm
24659770411,97.3,"167 Phó Đức Chính, Phú Nhuận, TP.HCM",Phú Nhuận,4.0,3.0,2.0,nhà hẻm
5160272592,38.1,"151 Nguyễn Thị Minh Khai, Quận 10, TP.HCM",Quận 10,1.0,1.0,1.0,nhà trọ / phòng
33246521475,142.8,"72 Nguyễn Thị Minh Khai, Quận 7, TP.HCM",Quận 7,3.0,1.0,2.0,nhà phố
9187264983,65.5,"169 Đinh Tiên Hoàng, Bình Tân, TP.HCM",Bình Tân,5.0,2.0,5.0,nhà phố
8945012726,86.0,"104 Lê Lợi, Quận 12, TP.HCM",Quận 12,1.0,3.0,,căn hộ
12685525128,108.1,"109 Cách Mạng Tháng 8, Gò Vấp, TP.HCM",Gò Vấp,,,,đất nền
20671256898,134.9,"13 Đinh Tiên Hoàng, Quận 6, TP.HCM",Quận 6,1.0,2.0,,căn hộ
2145287853,31.8,"222 Phan Xích Long, Bình Tân, TP.HCM",Bình Tân,1.0,1.0,,căn hộ
12929818862,103.7,"170 Nguyễn Văn Trỗi, Quận 12, TP.HCM",Quận 12,5.0,3.0,5.0,nhà phố
10845287315,91.0,"236 Ngô Gia Tự, Gò Vấp, TP.HCM",Gò Vấp,2.0,1.0,4.0,nhà phố
22536112528,193.9,"104 Nguyễn Thị Minh Khai, Nhà Bè, TP.HCM",Nhà Bè,2.0,2.0,2.0,nhà phố
2843557533,29.8,"134 Bùi Thị Xuân, Quận 4, TP.HCM",Quận 4,3.0,1.0,3.0,nhà trọ / phòng
74174960428,451.4,"118 Võ Văn Tần, Quận 9, TP.HCM",Quận 9,5.0,3.0,3.0,biệt thự
1701575978,30.4,"34 Điện Biên Phủ, Quận 9, TP.HCM",Quận 9,3.0,3.0,1.0,nhà hẻm
2698735189,55.2,"157 Võ Văn Tần, Bình Chánh, TP.HCM",Bình Chánh,2.0,2.0,1.0,nhà trọ / phòng
17525053567,292.7,"27 Phó Đức Chính, Cần Giờ, TP.HCM",Cần Giờ,,,,đất nền
4060408999,62.9,"53 Nam Kỳ Khởi Nghĩa, Bình Chánh, TP.HCM",Bình Chánh,2.0,2.0,4.0,nhà phố
28524714477,282.4,"24 Lê Lợi, Bình Tân, TP.HCM",Bình Tân,,,,đất nền
6438093410,79.4,"42 Điện Biên Phủ, Bình Tân, TP.HCM",Bình Tân,,,,đất nền
8043581095,81.3,"140 Cách Mạng Tháng 8, Gò Vấp, TP.HCM",Gò Vấp,1.0,1.0,,căn hộ
14342984403,96.3,"231 Lê Lợi, Quận 2, TP.HCM",Quận 2,4.0,1.0,,căn hộ
21105795602,75.0,"222 Nguyễn Thị Minh Khai, Quận 10, TP.HCM",Quận 10,3.0,3.0,4.0,nhà hẻm
4785899452,38.3,"206 Tô Hiến Thành, Quận 6, TP.HCM",Quận 6,3.0,1.0,2.0,nhà hẻm
2994130449,43.6,"57 Phạm Văn Đồng, Bình Tân, TP.HCM",Bình Tân,2.0,3.0,1.0,nhà hẻm
3130791552,34.0,"222 Điện Biên Phủ, Quận 6, TP.HCM",Quận 6,1.0,1.0,1.0,nhà trọ / phòng
17275947263,51.3,"46 Điện Biên Phủ, Quận 3, TP.HCM",Quận 3,4.0,2.0,3.0,nhà hẻm
2073635349,21.5,"131 Hai Bà Trưng, Tân Phú, TP.HCM",Tân Phú,3.0,2.0,2.0,nhà trọ / phòng
3337127179,27.6,"185 Phó Đức Chính, Quận 4, TP.HCM",Quận 4,1.0,2.0,1.0,nhà trọ / phòng
2928670065,39.8,"185 Đinh Tiên Hoàng, Bình Chánh, TP.HCM",Bình Chánh,3.0,1.0,3.0,nhà hẻm
9078566008,110.0,"108 Phan Xích Long, Hóc Môn, TP.HCM",Hóc Môn,3.0,2.0,,căn hộ
11264425442,119.8,"78 Nguyễn Huệ, Bình Tân, TP.HCM",Bình Tân,2.0,3.0,,căn hộ
10690015926,99.6,"122 Ngô Gia Tự, Quận 8, TP.HCM",Quận 8,3.0,2.0,,căn hộ
4598965189,49.4,"24 Nam Kỳ Khởi Nghĩa, Thủ Đức, TP.HCM",Thủ Đức,3.0,1.0,2.0,nhà trọ / phòng
4788357257,75.5,"157 Phạm Văn Đồng, Thủ Đức, TP.HCM",Thủ Đức,2.0,1.0,2.0,nhà hẻm
10373056455,109.2,"2 Nguyễn Đình Chiểu, Nhà Bè, TP.HCM",Nhà Bè,3.0,4.0,5.0,nhà phố
37795920767,449.6,"133 Nguyễn Đình Chiểu, Hóc Môn, TP.HCM",Hóc Môn,,,,đất nền
9354788092,140.1,"144 Ngô Gia Tự, Quận 12, TP.HCM",Quận 12,1.0,2.0,,căn hộ
4395432802,55.7,"116 Phạm Văn Đồng, Tân Phú, TP.HCM",Tân Phú,3.0,2.0,3.0,nhà trọ / phòng
21602487429,143.8,"70 Nguyễn Thị Minh Khai, Quận 8, TP.HCM",Quận 8,5.0,2.0,4.0,nhà phố
1804801960,23.2,"107 Trần Hưng Đạo, Quận 9, TP.HCM",Quận 9,1.0,1.0,2.0,nhà trọ / phòng
7439783764,79.9,"6 Nguyễn Đình Chiểu, Quận 12, TP.HCM",Quận 12,2.0,2.0,,căn hộ
5539981578,53.5,"138 Tô Hiến Thành, Nhà Bè, TP.HCM",Nhà Bè,2.0,2.0,3.0,nhà hẻm
10333138300,102.4,"100 Nguyễn Huệ, Gò Vấp, TP.HCM",Gò Vấp,2.0,2.0,,căn hộ
6176421819,55.3,"152 Trường Chinh, Quận 9, TP.HCM",Quận 9,2.0,2.0,2.0,nhà hẻm
20950436939,144.6,"117 Phan Xích Long, Tân Bình, TP.HCM",Tân Bình,3.0,4.0,3.0,nhà phố
4869401193,53.4,"244 Lê Lợi, Quận 9, TP.HCM",Quận 9,3.0,2.0,1.0,nhà hẻm
8371255543,83.6,"160 Nguyễn Huệ, Quận 9, TP.HCM",Quận 9,4.0,1.0,1.0,nhà hẻm
44364312898,148.8,"247 Hai Bà Trưng, Quận 5, TP.HCM",Quận 5,3.0,4.0,4.0,nhà phố
37036616666,172.0,"102 Trường Chinh, Gò Vấp, TP.HCM",Gò Vấp,4.0,1.0,2.0,nhà phố
14929956735,136.8,"204 Đinh Tiên Hoàng, Bình Chánh, TP.HCM",Bình Chánh,3.0,1.0,4.0,nhà phố
1728329382,51.0,"218 Nguyễn Huệ, Cần Giờ, TP.HCM",Cần Giờ,3.0,3.0,3.0,nhà hẻm
9729242009,82.0,"112 Cách Mạng Tháng 8, Quận 12, TP.HCM",Quận 12,3.0,3.0,,căn hộ
14504304053,108.1,"83 Điện Biên Phủ, Quận 6, TP.HCM",Quận 6,4.0,2.0,,căn hộ
10199091371,98.1,"146 Lê Văn Sỹ, Nhà Bè, TP.HCM",Nhà Bè,,,,đất nền
3599704648,33.4,"88 Điện Biên Phủ, Tân Phú, TP.HCM",Tân Phú,3.0,1.0,,căn hộ
14421952802,135.6,"126 Tô Hiến Thành, Quận 8, TP.HCM",Quận 8,1.0,3.0,,căn hộ
17530836165,118.8,"63 Nguyễn Đình Chiểu, Tân Bình, TP.HCM",Tân Bình,5.0,4.0,2.0,nhà phố
10527793826,86.8,"180 Lý Thường Kiệt, Quận 9, TP.HCM",Quận 9,3.0,2.0,,căn hộ
4049059495,57.7,"48 Nguyễn Đình Chiểu, Quận 12, TP.HCM",Quận 12,2.0,2.0,,căn hộ
8319414544,45.7,"59 Võ Văn Tần, Quận 6, TP.HCM",Quận 6,4.0,3.0,3.0,nhà hẻm
14371121832,115.0,"179 Võ Văn Tần, Quận 10, TP.HCM",Quận 10,2.0,2.0,,căn hộ
4849222385,81.5,"248 Hoàng Văn Thụ, Bình Chánh, TP.HCM",Bình Chánh,2.0,1.0,3.0,nhà hẻm
4756716180,39.1,"39 Lê Lợi, Quận 2, TP.HCM",Quận 2,1.0,2.0,2.0,nhà trọ / phòng
13740472385,66.5,"203 Hai Bà Trưng, Quận 5, TP.HCM",Quận 5,2.0,1.0,,căn hộ
5763253812,53.5,"246 Hai Bà Trưng, Tân Phú, TP.HCM",Tân Phú,3.0,2.0,4.0,nhà hẻm
1826727579,28.3,"20 Nguyễn Văn Trỗi, Gò Vấp, TP.HCM",Gò Vấp,1.0,2.0,3.0,nhà trọ / phòng
9883076910,112.7,"180 Võ Văn Tần, Quận 6, TP.HCM",Quận 6,4.0,2.0,,căn hộ
6487222019,81.2,"233 Cách Mạng Tháng 8, Nhà Bè, TP.HCM",Nhà Bè,4.0,2.0,5.0,nhà phố
6570548139,54.2,"104 Nguyễn Đình Chiểu, Quận 8, TP.HCM",Quận 8,4.0,3.0,5.0,nhà phố
3861507720,89.3,"155 Nam Kỳ Khởi Nghĩa, Bình Chánh, TP.HCM",Bình Chánh,1.0,3.0,,căn hộ
25759518665,194.1,"167 Ngô Gia Tự, Quận 8, TP.HCM",Quận 8,2.0,3.0,2.0,nhà phố
105367119828,598.6,"172 Nam Kỳ Khởi Nghĩa, Quận 12, TP.HCM",Quận 12,6.0,5.0,2.0,biệt thự
27490594616,108.8,"23 Lê Văn Sỹ, Quận 4, TP.HCM",Quận 4,5.0,3.0,5.0,nhà phố
13807745561,146.4,"119 Nguyễn Văn Trỗi, Quận 9, TP.HCM",Quận 9,4.0,3.0,,căn hộ
11091984388,101.1,"113 Võ Văn Tần, Quận 12, TP.HCM",Quận 12,5.0,4.0,2.0,nhà phố
1911178491,33.5,"105 Nguyễn Văn Trỗi, Hóc Môn, TP.HCM",Hóc Môn,2.0,3.0,,căn hộ
7455181701,56.5,"75 Nguyễn Đình Chiểu, Quận 4, TP.HCM",Quận 4,2.0,1.0,3.0,nhà trọ / phòng
153045630400,525.6,"131 Hai Bà Trưng, Bình Thạnh, TP.HCM",Bình Thạnh,6.0,3.0,3.0,biệt thự
11226493330,55.8,"215 Võ Văn Tần, Gò Vấp, TP.HCM",Gò Vấp,5.0,3.0,4.0,nhà phố
3196578443,39.6,"97 Nguyễn Văn Trỗi, Tân Phú, TP.HCM",Tân Phú,1.0,2.0,3.0,nhà trọ / phòng
5129209750,52.6,"12 Tô Hiến Thành, Quận 12, TP.HCM",Quận 12,2.0,3.0,,căn hộ
18934291283,139.6,"39 Bà Huyện Thanh Quan, Quận 9, TP.HCM",Quận 9,4.0,2.0,,căn hộ
22195048490,122.9,"185 Nguyễn Huệ, Bình Thạnh, TP.HCM",Bình Thạnh,4.0,1.0,5.0,nhà phố
99651774099,486.8,"87 Điện Biên Phủ, Quận 5, TP.HCM",Quận 5,,,,đất nền
4490255093,39.6,"161 Nam Kỳ Khởi Nghĩa, Bình Tân, TP.HCM",Bình Tân,3.0,3.0,,căn hộ
9818640078,90.4,"59 Võ Văn Tần, Gò Vấp, TP.HCM",Gò Vấp,2.0,3.0,1.0,nhà hẻm
3713261308,41.8,"12 Nguyễn Huệ, Gò Vấp, TP.HCM",Gò Vấp,1.0,2.0,,căn hộ
12860355440,100.6,"44 Hoàng Văn Thụ, Quận 9, TP.HCM",Quận 9,5.0,2.0,3.0,nhà phố
7172507350,53.7,"164 Lê Văn Sỹ, Quận 6, TP.HCM",Quận 6,4.0,1.0,4.0,nhà hẻm
27586534762,154.2,"151 Lý Thường Kiệt, Quận 8, TP.HCM",Quận 8,6.0,4.0,4.0,biệt thự
4791667448,47.6,"61 Đinh Tiên Hoàng, Quận 9, TP.HCM",Quận 9,2.0,2.0,1.0,nhà trọ / phòng
14690711997,65.5,"3 Điện Biên Phủ, Quận 11, TP.HCM",Quận 11,3.0,1.0,,căn hộ
15893936598,80.9,"156 Nguyễn Thị Minh Khai, Tân Bình, TP.HCM",Tân Bình,2.0,3.0,4.0,nhà hẻm
15031887678,74.5,"202 Võ Văn Tần, Thủ Đức, TP.HCM",Thủ Đức,4.0,2.0,2.0,nhà phố
8959172644,117.9,"34 Phan Xích Long, Quận 12, TP.HCM",Quận 12,1.0,2.0,,căn hộ
25696545992,221.0,"66 Hoàng Văn Thụ, Thủ Đức, TP.HCM",Thủ Đức,,,,đất nền
2445107166,58.7,"221 Nguyễn Thị Minh Khai, Bình Chánh, TP.HCM",Bình Chánh,2.0,2.0,1.0,nhà trọ / phòng
4982382463,54.8,"32 Nguyễn Văn Trỗi, Bình Tân, TP.HCM",Bình Tân,4.0,2.0,1.0,nhà hẻm
4895712095,75.4,"159 Nguyễn Huệ, Quận 12, TP.HCM",Quận 12,4.0,2.0,3.0,nhà hẻm
8100249267,139.8,"78 Nguyễn Đình Chiểu, Hóc Môn, TP.HCM",Hóc Môn,2.0,3.0,,căn hộ
4374159862,52.0,"35 Nguyễn Văn Trỗi, Bình Tân, TP.HCM",Bình Tân,2.0,3.0,5.0,nhà phố
26036245605,143.9,"168 Tô Hiến Thành, Quận 11, TP.HCM",Quận 11,4.0,3.0,,căn hộ
11406657740,79.0,"244 Lê Văn Sỹ, Quận 4, TP.HCM",Quận 4,3.0,1.0,,căn hộ
36024302300,147.7,"102 Lê Lợi, Quận 7, TP.HCM",Quận 7,3.0,3.0,,căn hộ
3991646677,58.0,"13 Nguyễn Huệ, Quận 8, TP.HCM",Quận 8,2.0,1.0,3.0,nhà trọ / phòng
10935480720,64.5,"85 Nguyễn Thị Minh Khai, Thủ Đức, TP.HCM",Thủ Đức,3.0,1.0,3.0,nhà phố
8577541995,69.7,"170 Đinh Tiên Hoàng, Thủ Đức, TP.HCM",Thủ Đức,3.0,1.0,2.0,nhà hẻm
7453090997,100.5,"135 Tô Hiến Thành, Nhà Bè, TP.HCM",Nhà Bè,3.0,3.0,2.0,nhà phố
26416051311,114.5,"187 Lê Lợi, Quận 4, TP.HCM",Quận 4,4.0,1.0,5.0,nhà phố
41483113615,289.4,"123 Lê Lợi, Thủ Đức, TP.HCM",Thủ Đức,,,,đất nền
4250600442,43.0,"17 Cách Mạng Tháng 8, Nhà Bè, TP.HCM",Nhà Bè,4.0,1.0,,căn hộ
13416808516,68.9,"130 Lê Văn Sỹ, Quận 4, TP.HCM",Quận 4,4.0,2.0,4.0,nhà hẻm
28917553999,153.8,"103 Lê Văn Sỹ, Tân Phú, TP.HCM",Tân Phú,3.0,4.0,5.0,nhà phố
15718934131,111.1,"213 Trần Hưng Đạo, Quận 12, TP.HCM",Quận 12,4.0,3.0,3.0,nhà phố
38345173770,119.4,"144 Nguyễn Văn Trỗi, Quận 3, TP.HCM",Quận 3,3.0,1.0,,căn hộ
12240583857,99.8,"130 Bùi Thị Xuân, Quận 9, TP.HCM",Quận 9,5.0,1.0,4.0,nhà phố
4839811856,41.8,"207 Nguyễn Thị Minh Khai, Quận 7, TP.HCM",Quận 7,2.0,2.0,3.0,nhà hẻm
15628853530,122.1,"8 Điện Biên Phủ, Quận 12, TP.HCM",Quận 12,1.0,3.0,,căn hộ
4087764617,48.2,"103 Phó Đức Chính, Quận 6, TP.HCM",Quận 6,3.0,2.0,1.0,nhà hẻm
26253182841,97.9,"95 Hoàng Văn Thụ, Quận 3, TP.HCM",Quận 3,2.0,3.0,2.0,nhà hẻm
9795432417,143.0,"173 Lê Lợi, Quận 9, TP.HCM",Quận 9,1.0,1.0,,căn hộ
24446495594,80.9,"89 Đinh Tiên Hoàng, Quận 3, TP.HCM",Quận 3,4.0,2.0,,căn hộ
69417887891,455.3,"15 Hai Bà Trưng, Quận 12, TP.HCM",Quận 12,6.0,6.0,4.0,biệt thự
16423184545,55.3,"192 Phạm Văn Đồng, Quận 1, TP.HCM",Quận 1,2.0,2.0,,căn hộ
15842431123,127.6,"5 Tô Hiến Thành, Quận 12, TP.HCM",Quận 12,3.0,3.0,2.0,nhà phố
10741952428,93.5,"44 Nam Kỳ Khởi Nghĩa, Quận 12, TP.HCM",Quận 12,5.0,4.0,5.0,nhà phố
10901432794,87.4,"103 Bùi Thị Xuân, Thủ Đức, TP.HCM",Thủ Đức,3.0,1.0,4.0,nhà hẻm
11905350142,67.2,"163 Ngô Gia Tự, Phú Nhuận, TP.HCM",Phú Nhuận,3.0,1.0,,căn hộ
25865518635,138.7,"61 Cách Mạng Tháng 8, Quận 4, TP.HCM",Quận 4,3.0,2.0,,căn hộ
77079351039,228.1,"194 Lê Văn Sỹ, Quận 4, TP.HCM",Quận 4,4.0,2.0,2.0,biệt thự
15022002320,111.7,"114 Phạm Văn Đồng, Tân Bình, TP.HCM",Tân Bình,3.0,3.0,,căn hộ
5517113091,69.4,"95 Lê Lợi, Bình Tân, TP.HCM",Bình Tân,3.0,3.0,1.0,nhà hẻm
24424823922,179.0,"116 Lê Lợi, Nhà Bè, TP.HCM",Nhà Bè,2.0,4.0,5.0,nhà phố
2640551126,52.6,"208 Đinh Tiên Hoàng, Hóc Môn, TP.HCM",Hóc Môn,4.0,3.0,,căn hộ
6497185566,115.7,"135 Lê Văn Sỹ, Hóc Môn, TP.HCM",Hóc Môn,2.0,1.0,,căn hộ
41167961382,102.8,"203 Lê Lợi, Phú Nhuận, TP.HCM",Phú Nhuận,4.0,4.0,5.0,nhà phố
6457691572,69.6,"224 Hai Bà Trưng, Bình Tân, TP.HCM",Bình Tân,4.0,2.0,,căn hộ
38371208590,147.9,"80 Trần Hưng Đạo, Quận 5, TP.HCM",Quận 5,4.0,3.0,5.0,nhà phố
7304469671,49.6,"5 Lý Thường Kiệt, Tân Bình, TP.HCM",Tân Bình,2.0,3.0,1.0,nhà hẻm
24211921786,78.2,"217 Võ Văn Tần, Quận 10, TP.HCM",Quận 10,5.0,2.0,3.0,nhà phố
10034250686,94.8,"153 Cách Mạng Tháng 8, Thủ Đức, TP.HCM",Thủ Đức,1.0,3.0,,căn hộ
47369231155,173.9,"249 Nguyễn Thị Minh Khai, Quận 10, TP.HCM",Quận 10,3.0,4.0,2.0,nhà phố
86829117205,486.8,"232 Phạm Văn Đồng, Quận 12, TP.HCM",Quận 12,6.0,3.0,4.0,biệt thự
16005942585,143.7,"136 Ngô Gia Tự, Nhà Bè, TP.HCM",Nhà Bè,4.0,2.0,,căn hộ
11469987288,76.0,"240 Nguyễn Văn Trỗi, Quận 12, TP.HCM",Quận 12,3.0,3.0,2.0,nhà phố
69488662199,434.5,"116 Điện Biên Phủ, Quận 4, TP.HCM",Quận 4,,,,đất nền
13502247645,112.8,"129 Trường Chinh, Hóc Môn, TP.HCM",Hóc Môn,3.0,4.0,4.0,nhà phố
5918231829,39.8,"167 Nguyễn Đình Chiểu, Quận 10, TP.HCM",Quận 10,2.0,1.0,,căn hộ
5062354942,50.9,"5 Trần Hưng Đạo, Quận 9, TP.HCM",Quận 9,5.0,2.0,5.0,nhà phố
39734911852,301.5,"199 Đinh Tiên Hoàng, Quận 8, TP.HCM",Quận 8,,,,đất nền
4528677375,35.7,"215 Đinh Tiên Hoàng, Quận 8, TP.HCM",Quận 8,4.0,3.0,,căn hộ
1727092815,32.0,"91 Hai Bà Trưng, Hóc Môn, TP.HCM",Hóc Môn,2.0,3.0,,căn hộ
20806545673,109.7,"140 Ngô Gia Tự, Quận 7, TP.HCM",Quận 7,1.0,3.0,,căn hộ
6156129738,42.2,"192 Điện Biên Phủ, Bình Thạnh, TP.HCM",Bình Thạnh,2.0,2.0,1.0,nhà trọ / phòng
25062102702,50.9,"35 Nam Kỳ Khởi Nghĩa, Quận 1, TP.HCM",Quận 1,4.0,3.0,1.0,nhà hẻm
28215830099,127.6,"47 Bà Huyện Thanh Quan, Quận 2, TP.HCM",Quận 2,2.0,3.0,,căn hộ
22455466008,165.3,"81 Lê Lợi, Thủ Đức, TP.HCM",Thủ Đức,5.0,1.0,4.0,nhà phố
7511261410,148.7,"92 Võ Văn Tần, Bình Chánh, TP.HCM",Bình Chánh,4.0,2.0,,căn hộ
15124903141,146.6,"230 Lê Văn Sỹ, Nhà Bè, TP.HCM",Nhà Bè,4.0,1.0,4.0,nhà phố
3907101398,52.4,"187 Trần Hưng Đạo, Củ Chi, TP.HCM",Củ Chi,4.0,2.0,,căn hộ
10386049924,149.4,"170 Nam Kỳ Khởi Nghĩa, Quận 12, TP.HCM",Quận 12,2.0,3.0,,căn hộ
9688385128,116.1,"158 Lý Thường Kiệt, Quận 9, TP.HCM",Quận 9,2.0,3.0,,căn hộ
50620250404,591.0,"41 Phó Đức Chính, Cần Giờ, TP.HCM",Cần Giờ,3.0,2.0,4.0,biệt thự
9806632975,139.2,"93 Lý Thường Kiệt, Bình Chánh, TP.HCM",Bình Chánh,5.0,1.0,3.0,nhà phố
18887170365,102.6,"36 Bùi Thị Xuân, Quận 11, TP.HCM",Quận 11,4.0,2.0,,căn hộ
14715083013,107.9,"100 Ngô Gia Tự, Phú Nhuận, TP.HCM",Phú Nhuận,2.0,1.0,,căn hộ
20421150153,165.1,"32 Phan Xích Long, Bình Chánh, TP.HCM",Bình Chánh,5.0,2.0,4.0,nhà phố
25005484175,71.8,"139 Nguyễn Văn Trỗi, Quận 5, TP.HCM",Quận 5,5.0,1.0,4.0,nhà phố
35219176867,220.9,"61 Cách Mạng Tháng 8, Quận 9, TP.HCM",Quận 9,4.0,4.0,4.0,biệt thự
18917631815,130.9,"102 Võ Văn Tần, Thủ Đức, TP.HCM",Thủ Đức,4.0,4.0,3.0,nhà phố
2003267406,64.4,"116 Trần Hưng Đạo, Cần Giờ, TP.HCM",Cần Giờ,3.0,3.0,1.0,nhà hẻm
4452077148,45.4,"213 Lê Lợi, Quận 12, TP.HCM",Quận 12,2.0,1.0,,căn hộ
17591539447,70.5,"217 Võ Văn Tần, Quận 4, TP.HCM",Quận 4,4.0,2.0,4.0,nhà phố
72719107344,193.2,"44 Bà Huyện Thanh Quan, Quận 3, TP.HCM",Quận 3,4.0,2.0,4.0,nhà phố
5090888667,50.5,"12 Trần Hưng Đạo, Tân Phú, TP.HCM",Tân Phú,3.0,3.0,,căn hộ
2637493020,44.8,"140 Bà Huyện Thanh Quan, Bình Chánh, TP.HCM",Bình Chánh,2.0,3.0,4.0,nhà hẻm
2856236411,39.3,"113 Hoàng Văn Thụ, Quận 9, TP.HCM",Quận 9,3.0,2.0,2.0,nhà trọ / phòng
7421519919,70.8,"250 Lý Thường Kiệt, Quận 12, TP.HCM",Quận 12,2.0,2.0,,căn hộ
9304280415,63.6,"37 Nguyễn Thị Minh Khai, Quận 11, TP.HCM",Quận 11,2.0,2.0,2.0,nhà hẻm
138874345050,322.9,"240 Nam Kỳ Khởi Nghĩa, Quận 4, TP.HCM",Quận 4,7.0,5.0,2.0,biệt thự
21370837834,121.6,"6 Phạm Văn Đồng, Tân Bình, TP.HCM",Tân Bình,4.0,3.0,,căn hộ
10459143129,84.9,"127 Võ Văn Tần, Quận 4, TP.HCM",Quận 4,2.0,1.0,,căn hộ
33369615890,355.9,"111 Đinh Tiên Hoàng, Tân Phú, TP.HCM",Tân Phú,,,,đất nền
128726458324,314.6,"93 Phan Xích Long, Quận 5, TP.HCM",Quận 5,6.0,4.0,2.0,biệt thự
28762262210,123.2,"143 Nam Kỳ Khởi Nghĩa, Tân Bình, TP.HCM",Tân Bình,4.0,1.0,3.0,nhà phố
1600144819,39.9,"206 Nam Kỳ Khởi Nghĩa, Bình Chánh, TP.HCM",Bình Chánh,4.0,2.0,1.0,nhà hẻm
17879235536,102.8,"158 Trường Chinh, Bình Thạnh, TP.HCM",Bình Thạnh,2.0,2.0,,căn hộ
84714481794,301.4,"95 Nguyễn Huệ, Gò Vấp, TP.HCM",Gò Vấp,7.0,6.0,3.0,biệt thự
11623039312,109.6,"148 Bùi Thị Xuân, Quận 9, TP.HCM",Quận 9,4.0,1.0,5.0,nhà phố
23353988987,119.5,"49 Đinh Tiên Hoàng, Quận 7, TP.HCM",Quận 7,5.0,2.0,3.0,nhà phố
19267848111,48.2,"224 Phạm Văn Đồng, Quận 1, TP.HCM",Quận 1,2.0,2.0,,căn hộ
8362659437,77.9,"81 Trường Chinh, Nhà Bè, TP.HCM",Nhà Bè,4.0,1.0,3.0,nhà hẻm
6788707019,94.0,"206 Bà Huyện Thanh Quan, Củ Chi, TP.HCM",Củ Chi,3.0,3.0,,căn hộ
4682752802,39.4,"198 Võ Văn Tần, Gò Vấp, TP.HCM",Gò Vấp,2.0,2.0,3.0,nhà hẻm
23151484891,154.3,"74 Điện Biên Phủ, Quận 9, TP.HCM",Quận 9,4.0,4.0,4.0,nhà phố
6317133151,53.5,"21 Nguyễn Đình Chiểu, Quận 4, TP.HCM",Quận 4,3.0,2.0,2.0,nhà hẻm
4476310727,60.8,"179 Nguyễn Văn Trỗi, Quận 9, TP.HCM",Quận 9,4.0,1.0,,căn hộ
23458059030,159.8,"60 Bà Huyện Thanh Quan, Quận 8, TP.HCM",Quận 8,3.0,2.0,2.0,nhà phố
22622965690,116.1,"238 Nguyễn Văn Trỗi, Quận 2, TP.HCM",Quận 2,1.0,3.0,,căn hộ
11534854822,91.0,"166 Võ Văn Tần, Quận 6, TP.HCM",Quận 6,3.0,2.0,2.0,nhà hẻm
16418137163,73.9,"240 Hoàng Văn Thụ, Quận 2, TP.HCM",Quận 2,2.0,3.0,1.0,nhà hẻm
2731315494,35.9,"3 Lê Lợi, Bình Chánh, TP.HCM",Bình Chánh,2.0,1.0,3.0,nhà trọ / phòng
11286731756,94.6,"228 Phạm Văn Đồng, Quận 9, TP.HCM",Quận 9,3.0,2.0,4.0,nhà hẻm
13512025153,265.9,"188 Hoàng Văn Thụ, Bình Chánh, TP.HCM",Bình Chánh,,,,đất nền
41760063845,233.8,"220 Hai Bà Trưng, Quận 12, TP.HCM",Quận 12,5.0,4.0,4.0,biệt thự
6021562155,81.3,"123 Cách Mạng Tháng 8, Bình Tân, TP.HCM",Bình Tân,3.0,1.0,,căn hộ
12500483176,85.4,"3 Bùi Thị Xuân, Quận 9, TP.HCM",Quận 9,3.0,4.0,4.0,nhà phố
