price,area,location,district,bedrooms_n,bathrooms_n,floors_n,house_type,year_built,facade_width,legal_status
1465.0,20.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,2,2,,nhà ở,,,so hong
17000.0,100.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,2,2,,nhà ở,,,so hong
9700.0,52.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,4,4,,nhà ở,,,so hong
16000.0,100.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),5,5,,nhà ở,,,so hong
12590.0,150.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,4,2,,căn hộ,,,so hong
14500.0,100.0,"Quận Thủ Đức (TP. Thủ Đức), TP. Hồ Chí Minh",Quận Thủ Đức (TP. Thủ Đức),4,3,,nhà ở,,,so hong
1835.0,84.0,"Quận 4, TP. Hồ Chí Minh",Quận 4,2,2,,căn hộ,,,so hong
36500.0,324.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,0,0,,biệt thự,,,so hong
3200.0,30.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,5,4,,nhà ở,,,so hong
2580.0,30.0,"Quận 11, TP. Hồ Chí Minh",Quận 11,2,2,,nhà ở,,,so hong
7500.0,100.0,"Huyện Nhà Bè, TP. Hồ Chí Minh",Huyện Nhà Bè,0,0,,đất nền,,,so hong
7900.0,56.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,4,4,,nhà ở,,,so hong
1870.0,18.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,2,3,,nhà ở,,,so hong
4900.0,60.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,4,4,,nhà ở,,,so hong
7590.0,113.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,2,,nhà ở,,,so hong
9600.0,74.0,"Quận Thủ Đức (TP. Thủ Đức), TP. Hồ Chí Minh",Quận Thủ Đức (TP. Thủ Đức),5,6,,nhà ở,,,so hong
1330.0,30.0,"Quận 4, TP. Hồ Chí Minh",Quận 4,1,1,,căn hộ,,,so hong
3675.0,32.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,3,4,,nhà ở,,,so hong
1335.0,52.0,"Quận Tân Phú, TP. Hồ Chí Minh",Quận Tân Phú,2,3,,nhà ở,,,so hong
6900.0,72.0,"Huyện Nhà Bè, TP. Hồ Chí Minh",Huyện Nhà Bè,4,4,,nhà phố,,,so hong
1675.0,36.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,3,4,,nhà ở,,,so hong
6900.0,55.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,5,6,,nhà ở,,,so hong
1250.0,47.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),1,1,,nhà ở,,,so hong
12500.0,151.0,"Quận Thủ Đức (TP. Thủ Đức), TP. Hồ Chí Minh",Quận Thủ Đức (TP. Thủ Đức),4,3,,nhà ở,,,so hong
1345.0,25.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,2,2,,nhà ở,,,so hong
25500.0,110.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),2,2,,nhà ở,,,so do
2760.0,36.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,2,2,,nhà ở,,,so hong
20000.0,110.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,1,1,,nhà ở,,,giay to hop le
4900.0,56.0,"Quận Bình Tân, TP. Hồ Chí Minh",Quận Bình Tân,5,5,,nhà ở,,,so hong
6500.0,40.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,2,3,,nhà phố,,,so hong
1950.0,42.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,2,3,,nhà ở,,,so hong
6800.0,136.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,6,6,,nhà ở,,,so hong
3725.0,72.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,2,2,,nhà ở,,,so hong
8700.0,52.0,"Quận Thủ Đức (TP. Thủ Đức), TP. Hồ Chí Minh",Quận Thủ Đức (TP. Thủ Đức),5,6,,nhà ở,,,so do
2860.0,75.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,4,,nhà ở,,,so hong
3000.0,60.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,2,3,,nhà ở,,,so hong
7390.0,64.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,4,5,,nhà phố,,,so hong
1880.0,36.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,4,4,,nhà ở,,,so hong
4900.0,32.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,5,6,,nhà ở,,,so hong
2410.0,70.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,2,2,,nhà ở,,,so hong
21000.0,120.0,"Huyện Bình Chánh, TP. Hồ Chí Minh",Huyện Bình Chánh,5,6,,nhà ở,,,so hong
15300.0,115.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,4,6,,nhà ở,,,so hong
2310.0,20.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,3,3,,nhà ở,,,so hong
36000.0,170.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,6,6,,nhà ở,,,giay to hop le
2550.0,48.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,4,,nhà ở,,,so hong
15990.0,95.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,4,5,,nhà phố,,,so hong
2150.0,60.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,4,3,,nhà ở,,,so hong
3100.0,79.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,4,5,,nhà ở,,,so hong
45908.0,998.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),0,0,,nhà ở,,,so hong
3000.0,60.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,2,2,,căn hộ,,,so hong
5100.0,56.0,"Quận Thủ Đức (TP. Thủ Đức), TP. Hồ Chí Minh",Quận Thủ Đức (TP. Thủ Đức),0,0,,nhà ở,,,so do
1810.0,64.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,5,4,,nhà ở,,,so hong
24000.0,120.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,10,10,,nhà ở,,,so hong
85900.0,318.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),0,0,,nhà ở,,,so do
70000.0,240.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),0,0,,nhà ở,,,so hong
3440.0,77.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,4,,nhà ở,,,so hong
25000.0,88.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,6,6,,nhà ở,,,khong xac dinh
3650.0,46.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,3,,nhà ở,,,so hong
7250.0,64.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,4,5,,nhà phố,,,so hong
2140.0,36.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,4,5,,nhà ở,,,so hong
2300.0,20.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,1,2,,nhà ở,,,so hong
23000.0,320.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,0,0,,nhà ở,,,so do
3000.0,71.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,2,2,,căn hộ,,,so hong
14000.0,47.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,2,,nhà ở,,,so hong
1555.0,42.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,2,2,,nhà ở,,,so hong
2310.0,31.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,2,,nhà ở,,,so hong
17500.0,90.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,12,12,,nhà ở,,,so hong
4000.0,88.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,2,4,,nhà ở,,,so hong
17000.0,80.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,4,5,,nhà phố,,,so hong
2155.0,50.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,4,4,,nhà ở,,,so hong
4390.0,36.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,2,,nhà ở,,,so hong
6395.0,133.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,3,2,,căn hộ,,,so hong
10900.0,63.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,6,4,,nhà ở,,,so do
1595.0,40.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,4,,nhà ở,,,so hong
13500.0,132.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,8,7,,nhà ở,,,so hong
3260.0,50.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,4,3,,nhà ở,,,so hong
47900.0,240.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,5,5,,nhà ở,,,giay to hop le
4000.0,36.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,3,3,,nhà ở,,,so hong
20500.0,78.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,4,5,,nhà phố,,,so hong
1705.0,74.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,2,2,,căn hộ,,,so hong
4050.0,83.0,"Quận Bình Tân, TP. Hồ Chí Minh",Quận Bình Tân,3,2,,nhà ở,,,so hong
4980.0,27.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,3,,nhà ở,,,so hong
3650.0,83.0,"Huyện Nhà Bè, TP. Hồ Chí Minh",Huyện Nhà Bè,2,2,,căn hộ,,,so hong
1365.0,57.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,2,1,,căn hộ,,,so hong
12500.0,80.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,6,6,,nhà ở,,,so hong
85900.0,317.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),0,0,,đất nền,,,so do
6730.0,48.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,8,9,,nhà ở,,,so hong
59900.0,200.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,3,3,,nhà ở,,,giay to hop le
6530.0,56.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,5,4,,nhà ở,,,so hong
18600.0,90.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,4,5,,nhà phố,,,so hong
2130.0,60.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,5,6,,nhà ở,,,so hong
3750.0,75.0,"Quận Bình Tân, TP. Hồ Chí Minh",Quận Bình Tân,3,2,,nhà ở,,,so hong
5900.0,87.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,4,,nhà ở,,,so hong
3150.0,84.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,2,2,,căn hộ,,,hop dong mua ban
12300.0,72.0,"Quận Tân Phú, TP. Hồ Chí Minh",Quận Tân Phú,2,0,,nhà ở,,,so do
1625.0,40.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,2,,nhà ở,,,so hong
3780.0,54.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,4,4,,nhà ở,,,so hong
30900.0,230.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,7,7,,nhà ở,,,giay to hop le
4525.0,27.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,6,5,,nhà ở,,,so hong
16300.0,95.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,4,5,,nhà phố,,,so hong
1590.0,69.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,2,2,,căn hộ,,,so hong
4150.0,31.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,4,3,,nhà ở,,,so hong
3620.0,60.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,1,1,,căn hộ,,,so hong
1360.0,50.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,2,3,,nhà ở,,,so hong
12950.0,92.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,13,13,,nhà ở,,,so hong
5600.0,80.0,"Huyện Nhà Bè, TP. Hồ Chí Minh",Huyện Nhà Bè,0,0,,nhà ở,,,so do
2610.0,29.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,3,4,,nhà ở,,,so hong
23000.0,356.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,3,,nhà ở,,,giay to hop le
3679.0,48.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,2,2,,nhà ở,,,so hong
17900.0,90.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,4,5,,nhà phố,,,so hong
1730.0,48.0,"Quận 5, TP. Hồ Chí Minh",Quận 5,4,4,,nhà ở,,,so hong
4100.0,38.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,4,,nhà ở,,,so hong
3680.0,71.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,2,2,,căn hộ,,,so hong
1840.0,36.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,2,2,,nhà ở,,,so hong
13900.0,73.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,5,5,,nhà ở,,,so hong
52000.0,190.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,3,3,,căn hộ,,,so hong
3740.0,44.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,3,4,,nhà ở,,,so hong
3390.0,42.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,2,,nhà ở,,,so hong
8100.0,80.0,"Huyện Nhà Bè, TP. Hồ Chí Minh",Huyện Nhà Bè,4,5,,nhà phố,,,so hong
900.0,100.0,"Quận 8, TP. Hồ Chí Minh",Quận 8,2,2,,nhà ở,,,so hong
6700.0,38.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,4,,nhà ở,,,so hong
84700.0,605.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),0,0,,biệt thự,,,so hong
5070.0,97.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,2,2,,căn hộ,,,so hong
1735.0,57.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,5,4,,nhà ở,,,so hong
29000.0,600.0,"Quận Thủ Đức (TP. Thủ Đức), TP. Hồ Chí Minh",Quận Thủ Đức (TP. Thủ Đức),10,10,,nhà ở,,,so hong
3250.0,60.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,3,,nhà ở,,,so hong
24500.0,82.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,2,2,,nhà ở,,,giay to hop le
2565.0,96.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,2,2,,căn hộ,,,so hong
10600.0,60.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,4,5,,nhà phố,,,so hong
1440.0,92.0,"Quận Thủ Đức (TP. Thủ Đức), TP. Hồ Chí Minh",Quận Thủ Đức (TP. Thủ Đức),2,2,,căn hộ,,,so hong
5450.0,62.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,4,5,,nhà ở,,,so hong
4980.0,73.0,"Quận 4, TP. Hồ Chí Minh",Quận 4,2,2,,nhà ở,,,so hong
1595.0,42.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,3,,nhà ở,,,so hong
25000.0,100.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,5,4,,nhà phố,,,so hong
3790.0,65.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,3,2,,nhà ở,,,so hong
3485.0,31.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,3,3,,nhà ở,,,so hong
6490.0,64.0,"Huyện Nhà Bè, TP. Hồ Chí Minh",Huyện Nhà Bè,5,6,,nhà phố,,,so hong
1750.0,47.0,"Quận 11, TP. Hồ Chí Minh",Quận 11,3,3,,nhà ở,,,so hong
99000.0,398.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,2,2,,nhà ở,,,so hong
3630.0,80.0,"Quận 4, TP. Hồ Chí Minh",Quận 4,2,2,,căn hộ,,,so hong
1525.0,32.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,2,3,,nhà ở,,,so hong
16700.0,170.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,4,2,,nhà ở,,,so hong
17000.0,80.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),6,6,,nhà phố,,,so hong
3600.0,58.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,6,6,,nhà ở,,,so hong
4300.0,81.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),2,2,,nhà ở,,,so hong
14900.0,150.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,4,5,,nhà phố,,,so hong
2050.0,96.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),3,2,,căn hộ,,,so hong
2555.0,50.0,"Quận 4, TP. Hồ Chí Minh",Quận 4,1,1,,căn hộ,,,so hong
3800.0,50.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,4,4,,nhà ở,,,so hong
25600.0,160.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),0,0,,nhà ở,,,so hong
6225.0,86.0,"Quận 4, TP. Hồ Chí Minh",Quận 4,2,2,,nhà ở,,,so hong
7500.0,110.0,"Huyện Nhà Bè, TP. Hồ Chí Minh",Huyện Nhà Bè,4,5,,nhà phố,,,so hong
1295.0,70.0,"Quận Tân Phú, TP. Hồ Chí Minh",Quận Tân Phú,2,2,,căn hộ,,,so hong
3420.0,60.0,"Quận 4, TP. Hồ Chí Minh",Quận 4,2,1,,căn hộ,,,so hong
1095.0,52.0,"Quận Thủ Đức (TP. Thủ Đức), TP. Hồ Chí Minh",Quận Thủ Đức (TP. Thủ Đức),4,4,,nhà ở,,,so hong
17319.0,110.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,13,13,,nhà ở,,,so hong
3300.0,64.0,"Quận 1, TP. Hồ Chí Minh",Quận 1,2,3,,nhà ở,,,so hong
1395.0,54.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,2,1,,căn hộ,,,so hong
7690.0,67.0,"Huyện Nhà Bè, TP. Hồ Chí Minh",Huyện Nhà Bè,4,5,,nhà phố,,,so hong
1355.0,68.0,"Quận 8, TP. Hồ Chí Minh",Quận 8,2,2,,nhà ở,,,so hong
55000.0,826.0,"Quận 9 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 9 (TP. Thủ Đức),0,0,,nhà ở,,,so hong
1810.0,29.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,4,3,,nhà ở,,,so hong
22500.0,150.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,4,3,,nhà ở,,,so hong
3590.0,48.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,4,4,,nhà ở,,,so hong
95000.0,320.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),5,6,,biệt thự,,,so hong
8575.0,100.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),3,2,,căn hộ,,,so hong
8690.0,66.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,4,5,,nhà phố,,,so hong
2375.0,270.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),3,2,,căn hộ,,,so hong
6280.0,102.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),2,2,,căn hộ,,,so hong
1340.0,78.0,"Quận Tân Phú, TP. Hồ Chí Minh",Quận Tân Phú,2,2,,căn hộ,,,so hong
34999.0,175.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),4,4,,nhà ở,,,so do
2360.0,30.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,2,3,,nhà ở,,,so hong
31900.0,110.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,3,3,,nhà ở,,,giay to hop le
53000.0,223.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),5,5,,biệt thự,,,so hong
4520.0,95.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),3,2,,căn hộ,,,so hong
7450.0,62.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,4,5,,nhà phố,,,so hong
1970.0,84.0,"Quận 4, TP. Hồ Chí Minh",Quận 4,2,2,,căn hộ,,,so hong
6175.0,77.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),2,2,,nhà ở,,,so hong
1895.0,56.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,3,3,,nhà ở,,,so hong
15800.0,153.0,"Quận Gò Vấp, TP. Hồ Chí Minh",Quận Gò Vấp,15,15,,nhà ở,,,so hong
17999.0,100.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),4,4,,nhà ở,,,so hong
3450.0,60.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,4,3,,nhà ở,,,so hong
3265.0,90.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,2,2,,căn hộ,,,so hong
16800.0,64.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,5,6,,nhà phố,,,so hong
1580.0,73.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),2,2,,căn hộ,,,so hong
2090.0,75.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),2,2,,nhà ở,,,so hong
38000.0,200.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),7,7,,nhà ở,,,so hong
2800.0,40.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,2,3,,nhà ở,,,so hong
88000.0,475.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,5,5,,nhà ở,,,giay to hop le
55000.0,232.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),5,6,,biệt thự,,,so hong
3070.0,68.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),2,2,,căn hộ,,,hop dong mua ban
8600.0,78.0,"Huyện Nhà Bè, TP. Hồ Chí Minh",Huyện Nhà Bè,4,5,,nhà phố,,,so hong
5590.0,55.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,0,0,,nhà hẻm,,,so hong
2200.0,100.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),3,2,,căn hộ,,,so hong
3790.0,70.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),2,2,,căn hộ,,,so hong
1885.0,35.0,"Quận 3, TP. Hồ Chí Minh",Quận 3,3,4,,nhà ở,,,so hong
3260.0,33.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,4,3,,nhà ở,,,so hong
16900.0,70.0,"Quận 10, TP. Hồ Chí Minh",Quận 10,7,8,,nhà ở,,,giay to hop le
8500.0,72.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,4,5,,nhà phố,,,so hong
1075.0,70.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,2,2,,căn hộ,,,so hong
3000.0,75.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),2,2,,căn hộ,,,so hong
1240.0,71.0,"Quận Bình Tân, TP. Hồ Chí Minh",Quận Bình Tân,2,2,,căn hộ,,,so hong
45000.0,200.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),0,0,,nhà ở,,,so do
62000.0,230.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,5,5,,nhà ở,,,so hong
3560.0,50.0,"Quận Tân Bình, TP. Hồ Chí Minh",Quận Tân Bình,3,3,,nhà ở,,,so hong
11500.0,108.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),0,0,,đất nền,,,so hong
3500.0,72.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,2,2,,nhà ở,,,so hong
7600.0,56.0,"Quận 7, TP. Hồ Chí Minh",Quận 7,4,5,,nhà phố,,,so hong
6000.0,62.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),4,2,,nhà ở,,,so hong
2360.0,89.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),3,3,,căn hộ,,,so hong
3050.0,57.0,"Quận Bình Tân, TP. Hồ Chí Minh",Quận Bình Tân,0,0,,nhà ở,,,so hong
1105.0,63.0,"Quận Thủ Đức (TP. Thủ Đức), TP. Hồ Chí Minh",Quận Thủ Đức (TP. Thủ Đức),2,2,,căn hộ,,,so hong
55000.0,240.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),5,5,,biệt thự,,,so hong
2000.0,21.0,"Quận Bình Thạnh, TP. Hồ Chí Minh",Quận Bình Thạnh,3,3,,nhà ở,,,so hong
25000.0,84.0,"Quận Phú Nhuận, TP. Hồ Chí Minh",Quận Phú Nhuận,6,6,,nhà ở,,,giay to hop le
80000.0,340.0,"Quận 2 (TP. Thủ Đức), TP. Hồ Chí Minh",Quận 2 (TP. Thủ Đức),4,4,,biệt thự,,,so hong
